restaurant_id,name,neighborhood,cuisine,city,google_place_id,address,total_score,review_count,image_url,url
r_8f5746,Mario's Pizza & Restaurant,Flushing,Pizza,NYC,ChIJr4W404OKwokRno6aEPp6yUM,"163-01 29th Ave, Flushing, NY 11358",4.5,147,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwvIhKOgrIYxfuRAEmQrLdxb0NHWtTbLxvmRilp1xWG85cKPmzT-OdBzI0MuNC8J6GzKn7vUtGWloCcKfRrCxuOkqjaI6ep3wKNzs6RHd7M1vI_D9gLZZT7vaMVyttGNG9YPca=w408-h543-k-no,https://www.google.com/maps/search/?api=1&query=Mario's%20Pizza%20%26%20Restaurant&query_place_id=ChIJr4W404OKwokRno6aEPp6yUM
r_7b170d,Lucia Pizza,Flushing,Pizza,NYC,ChIJ05JUTBBgwokR5r9N-VKn6Rg,"136-55 Roosevelt Ave, Flushing, NY 11354",4.4,1281,https://lh3.googleusercontent.com/gps-cs-s/AHVAweouUfg33kyVhtAT5ve1zwPWFPeC-9jfy-IzfdVzwB2tdpYZZu-H616JbSLTg9l7pnFu10F18PQpPsrjvKDhdQmEjvgHXUkDjJpG-Xayqtbi8Etp6OzXzihCldjfhqDw1UKAOkYyaw=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Lucia%20Pizza&query_place_id=ChIJ05JUTBBgwokR5r9N-VKn6Rg
r_beb0b5,Joe's Pizza,East Bronx,Pizza,NYC,ChIJl7kQ77_0wokRW1tyHJZMFiQ,"1858 Archer St # A, Bronx, NY 10460",4.6,209,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkpErIyGzyuXTlTff39LtUHwFM3tQ1ynd8kpB8mABzAuUJd1CoT81oL-JYsvcb7Dr2N8Jpl8byKLc8FHh0MCJsv7fLA5xmCZEhpNj8PzJq84h8K8a4uMLC-8Mbi24QXyM9V6QMbw=w508-h240-k-no,https://www.google.com/maps/search/?api=1&query=Joe's%20Pizza&query_place_id=ChIJl7kQ77_0wokRW1tyHJZMFiQ
r_f854a7,Jack's Pizza,Astoria,Pizza,NYC,ChIJRYbByclfwokRwW2obKCM6Ts,"31-31B 23rd Ave, Queens, NY 11105",4.6,148,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojv2a79L4P07_w2EcOieqE2cwQHsS4pF7z9n5l3pul35WvqEDFMRM9_UFnPT7ynCbQENoskF1a7pYbyrwFAQ85Wro6n5zUXYb1iCo7i8yzVageQZNrncciY0gC2h6JYgWqN2qJPiavv40=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Jack's%20Pizza&query_place_id=ChIJRYbByclfwokRwW2obKCM6Ts
r_062312,Ljubo's Pizza,East Bronx,Pizza,NYC,ChIJrdNs3rL0wokR3iiLWc1_n9k,"15 Westchester Square, Bronx, NY 10461",4.5,463,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJ0vDXK2HusEgCcItuia7BIqO5AJgJMAsT7ojMxyEqfGaqpQ_yUpWE8PiLRNppDwHiGKO-3A27umkjMJvIguveyBGO3ZjkPdCQoGvNdUSX_TbcbQ7X4oyGwMHiLV8u8fP5ysxFWdneQJ20=w408-h882-k-no,https://www.google.com/maps/search/?api=1&query=Ljubo's%20Pizza&query_place_id=ChIJrdNs3rL0wokR3iiLWc1_n9k
r_e430d8,Louie & Ernie's Pizza,East Bronx,Pizza,NYC,ChIJHaL2lUWLwokRaeoqV_Sr8KM,"1300 Crosby Ave, Bronx, NY 10461",4.6,1802,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerm_yXr9XQydgsRvKPMC1NXIJxsr1FQJqvs7w2yAKt9Fbk95Vr10vCf951EXw9w34_ZzZi0EnLxJooODzDEup1o4vxAdRkPXDrEASJcRLiT8M1Ul-8APr06k2CNEi-HuhoTtDViI47KZbFc=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Louie%20%26%20Ernie's%20Pizza&query_place_id=ChIJHaL2lUWLwokRaeoqV_Sr8KM
r_b47d46,Morris Park Pizzeria,East Bronx,Pizza,NYC,ChIJhV3ZTJb0wokRwAY1IVYzykk,"656 Morris Park Ave, Bronx, NY 10462",4.5,328,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqatgiJHaXuGu2KR6vBnaZwfZQdmsboAk-xs1XTZmAHmeiDFdkO7PWIIMdUjFLnWUqrbhW3INadlRo0-M0hlFcCoolT-cyi_kqEWUTj2MIuxvynX9RgJYJfGyFPcXfudQtQg4zw=w408-h441-k-no,https://www.google.com/maps/search/?api=1&query=Morris%20Park%20Pizzeria&query_place_id=ChIJhV3ZTJb0wokRwAY1IVYzykk
r_72a37c,Andrew Bellucci's Pizzeria,Astoria,Pizza,NYC,ChIJNeDWwbJfwokRN8Y1yFDTbLA,"37-08 30th Ave., Queens, NY 11103",4.5,687,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3VqM4BQVKrnzkLlpuxVx5dOMCvl1-Lg2qXu2DqYRSxfkV6yGdTnU4Zz7OdAqSv7C3vDGZP181NiW7YtjtNRC7HpVxr9OuGQWGLDtyad08VH6xF47e6GBEEkR5PQM790XI9BdC=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Andrew%20Bellucci's%20Pizzeria&query_place_id=ChIJNeDWwbJfwokRN8Y1yFDTbLA
r_ee2709,Champion Pizza Ditmars,Astoria,Pizza,NYC,ChIJBctIrUhfwokRtpKFzdnLxEo,"22-36A 31st St, Astoria, NY 11105",4.6,440,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDUmXNMZS6-vxXUMVBYXqscHvurO6IcC51kVRKj-EvHAWsM1Y48A1lck0OC5DFR_CXQAqJaxQcftapNrU08JWEXHvooHFxxmiCVOgzl0nMT5eSiGM9yuCtQCO-yI5QANFYOu6J=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Champion%20Pizza%20Ditmars&query_place_id=ChIJBctIrUhfwokRtpKFzdnLxEo
r_f0187a,Luciano’s Pizza,East Bronx,Pizza,NYC,ChIJIyiwrqX0wokR1x1J2xWMNsg,"1005 Morris Park Ave # A, Bronx, NY 10462",4.7,276,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepInCwHEiTpbYb4zW-_w8abtjgdkcqgYCR0558tlmCEspveuTMIe5aYLHQWEGvFqfeJsppob8bZSGxTGGs4graI0SoAH0f6P3yQfKACZGG_rvuKy8B7yIlbqmOAm3a0HkLqj9uu=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Luciano%E2%80%99s%20Pizza&query_place_id=ChIJIyiwrqX0wokR1x1J2xWMNsg
r_c81e24,Taco Express,East Bronx,Mexican,NYC,ChIJ1VzjUAD1wokROa5oTXOWWUo,"1177 Wheeler Ave, Bronx, NY 10472",4.7,19,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXaL9ZwGv3l0kwnJyMM56fp_NZCIJ9tZBF0hvc8Bn1VJUXdcGxHhKB9SRNsT98w0WSsT9nWBXz4QuhJnnCB-0BpTt9bsM4rCjuzagei8hxhKqdQ7fXAkFTuK9H5HIW-1t6s0Un=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Taco%20Express&query_place_id=ChIJ1VzjUAD1wokROa5oTXOWWUo
r_cf0f49,Amore Pizza,Flushing,Pizza,NYC,ChIJjTFV6wNgwokR3Vtyb77DlCE,"30-30 Stratton St, Flushing, NY 11354",4.4,2113,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJj5NIMTHtmsP76ni0-1VxraV7xqhxnKGBHXZfAyIMbecVKaXLqU6pW_JM-sAPBcbxbOBeNqbHyFVXI4ipg5Y77QYUE67Tq5r9d41xXKz7E0IQfXa5Cx_v1WRFwRMHosCXH_LEjQ=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Amore%20Pizza&query_place_id=ChIJjTFV6wNgwokR3Vtyb77DlCE
r_cdffbb,Cross Bronx Pizzeria,East Bronx,Pizza,NYC,ChIJCTMn2of1wokR5naElUYHbfE,"1105 Castle Hill Ave, Bronx, NY 10472",4.5,423,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOEoM_zxrnVPXBp9Ks43Tl1L8gMPhBOflz8m0lIK-naHLOIPelrSi_efmuDel6mZpXICuUxVYPZLDYgdKV8n1Ki8p82OXV-yErNm4f9MJihOVadC84FtCNUM6v_VSfGsx0br-6=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Cross%20Bronx%20Pizzeria&query_place_id=ChIJCTMn2of1wokR5naElUYHbfE
r_46634a,Maxi's Noodle,Flushing,Chinese,NYC,ChIJl6PN951hwokRsN4kn0ZU0po,"135-11 38th Ave, Flushing, NY 11354",4.3,778,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEfE8THT86jGd7LxWMK7jhRcBfYStyud0oq-x2fzW_sv-HKKUNu4jSfJHerbECdlVNcLzaeDcqImryTEwyJZblQNhvlI_QCvmtB2MPsouPESgLItxoHlubnOQDoZcixrLdjZArjw=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Maxi's%20Noodle&query_place_id=ChIJl6PN951hwokRsN4kn0ZU0po
r_3a799e,ASAP Pizza Spot- Best pizza Astoria,Astoria,Pizza,NYC,ChIJW_ebm2RfwokRwYLy7r6qpMI,"37-05 28th Ave, Astoria, NY 11103",4.7,192,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqy4XMlxeqMdLi0_XdagEBXQzkwoBF_46Ccmxu_zO_rxABWtVblCdpJgjczfX2pIQashu56Ib1KxyGCh9dwDAhpVTwP7xNUeKrdB84p8z3YdQdI6J9Kpamel6iX0Q970z4SeGry=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=ASAP%20Pizza%20Spot-%20Best%20pizza%20Astoria&query_place_id=ChIJW_ebm2RfwokRwYLy7r6qpMI
r_c5b2fb,Little Dumpling,Little Neck,Chinese,NYC,ChIJIdXV4O-JwokR1jtxckH_DrM,"252-20 Northern Blvd, Little Neck, NY 11362",4.3,914,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoaSI8une_DrpIe3b9H7qnxXolA7E2b8ECp-guTaqiWXAmXsR1i_l8wJYBSyBtiJvJxCAPVp4s6a35D9jmnB8nIp0m9TT5BiybKG2Ub1EIkmA9FdH602KNGE_b0rGIQoeumv6NM=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Little%20Dumpling&query_place_id=ChIJIdXV4O-JwokR1jtxckH_DrM
r_1d6a09,Noodle Craft,West Bronx,Restaurant,NYC,ChIJO25IKAD1wokRV9eqW1gkjeU,"Food Bazaar - Boogie Down Food Hall, 610 Exterior St 4th FLOOR, Bronx, NY 10451",5.0,2,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtS-r2HKHsIkdUT9F3lI5kh-bimQOEth_NvlXn657fG_0N3-CGDT35zg19Dfe3JmgbxnHCvpQzs_CpumFaI96zAufMcevd5WaUuX4xE9guo8DrN5eE_TiOUCaHwzdjsPWORy9sB5Q_dyef=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Noodle%20Craft&query_place_id=ChIJO25IKAD1wokRV9eqW1gkjeU
r_808376,Nova Sushi & Teriyaki,Jackson Heights,Japanese,NYC,ChIJQ5NqZo9fwokREz6Roxef-z4,"85-17 37th Ave, Jackson Heights, NY 11372",4.8,12,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerGZeqK2poz_HchCSxZQISubXse49IoockRx8oq6b6KCNlulQgRZE8xO3HMo0Mva7KpycYqz5aWYGY_AebsBYTWt4_tM2iRdJs3gOzNElJTJbUDUikfKNF0fuht3CfIIOew4puHxOIqzqgP=w408-h454-k-no,https://www.google.com/maps/search/?api=1&query=Nova%20Sushi%20%26%20Teriyaki&query_place_id=ChIJQ5NqZo9fwokREz6Roxef-z4
r_d264d2,Friends Halal,Manhattan,Halal,NYC,ChIJUduE5F1ZwokRUt-_t9UQ_3Q,"1470 2nd Ave, New York, NY 10075",4.5,78,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAtzisbZFJ2gNJsAS3_2EDQ0jzspDh77PGppADN2qe8StU2YIaNprLxNAe1E5eMk1kHUEIQMoFb8icEcJlvo2ySHTfuYV9fVZz1taf2gPjcvjDfIALDbOQZtWlkaR2bmcu0H2G=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Friends%20Halal&query_place_id=ChIJUduE5F1ZwokRUt-_t9UQ_3Q
r_b53074,Bao & Pancakes Inc. 新天津包子,Flushing,Chinese,NYC,ChIJg6v9DxJgwokReX0z4bIMWXk,"41-41 Kissena Blvd #101, Queens, NY 11354",4.3,391,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxpewogrYlTDbSwiwEsQnfmrtUEBcVwkdZqNIRK3FRAnD7C0XdNx-k0fyHjC6StL00ZK6MFS84gn_wppiB1WYqAHUg484zD9p6Vrd2yr3kfYp9TchU9TDUZFoMJQbQjOAML5mQ7_Vobkw=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Bao%20%26%20Pancakes%20Inc.%20%E6%96%B0%E5%A4%A9%E6%B4%A5%E5%8C%85%E5%AD%90&query_place_id=ChIJg6v9DxJgwokReX0z4bIMWXk
r_ece972,Woori Noodle House,Bayside,Korean,NYC,ChIJv-d63F5hwokR9X_TA-VNHO4,"215-10D, Northern Blvd, Bayside, NY 11361",5.0,2,http://t3.gstatic.com/images?q=tbn:ANd9GcQFwZW_OVmeOxzYMHAjm01-FpXrZOM2D4JwkRHKESlFuCEvUdc5,https://www.google.com/maps/search/?api=1&query=Woori%20Noodle%20House&query_place_id=ChIJv-d63F5hwokR9X_TA-VNHO4
r_40c2a0,Tamashii Ramen,Astoria,Ramen,NYC,ChIJB8hMy4tfwokRAhBkt1E-iBA,"29-05 Broadway, Astoria, NY 11106",4.5,630,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEK152BkNzz8eJVAwqALNHDefeIPiSYeW4qBYIKHx_Zs53ds1HBg4_OflUpJflPD35oZvXV7gsfweFzLAALRTULmGHM0GmOXeEjkq8eIzkkcYZa5VwuyIDg22imhsxYPxFIMNlgg=w408-h307-k-no,https://www.google.com/maps/search/?api=1&query=Tamashii%20Ramen&query_place_id=ChIJB8hMy4tfwokRAhBkt1E-iBA
r_61916b,Burp Bowl Cafe,Manhattan,Chinese,NYC,ChIJIRRG8oRZwokRbzJ0phtuGFI,"1812 2nd Ave, New York, NY 10128",4.7,106,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptsHRILqEcF6FPI15D6msAcogaQrKUr-1mMKfzo5JQ3MDGRgPYIwZuc9wJ9OQ8Ixyor6r078OrBm9VP86jdG5ZDhM0x-jgSMZuEHz59I8RjWqau8w2V-xg6prDgachuQ1yaA=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Burp%20Bowl%20Cafe&query_place_id=ChIJIRRG8oRZwokRbzJ0phtuGFI
r_7bb624,cha menya ramen(茶麵屋）,Douglaston,Japanese,NYC,ChIJVb-ag9qJwokR7cfpSYTb0K0,"251-20 Northern Blvd, Douglaston, NY 11362",4.7,192,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKxt9r1q1vAiw6-ykZQrh7VKo7aEgWncljpuvNimNp7_5D7LUBBLa48JecB0Q0N1HuPRg5wndpGduSirDpIMNpzRZbN0CN_BlXKOBxFHfQd6fbAJJ-qqVoIEuT3KvE1-Eu6_Q6=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=cha%20menya%20ramen(%E8%8C%B6%E9%BA%B5%E5%B1%8B%EF%BC%89&query_place_id=ChIJVb-ag9qJwokR7cfpSYTb0K0
r_582ac1,Native Noodles,Manhattan,Restaurant,NYC,ChIJBUwqQtX3wokRuc2aytaILFs,"2129 Amsterdam Ave, New York, NY 10032",4.6,364,https://lh3.googleusercontent.com/gps-cs-s/AHVAweposDLU0-CSKnbF2d-2TB6UvNcyu_x845pxLEeVBe3D8OD1aalYtV0m7wl8RGk1IIn45it-DJqND-vKHQb3CxKa1wJezhO3T7fN0Vsuj9zO53g0Fh3r9be20ESFHEH7rkNbmiRC5FYVqoE=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Native%20Noodles&query_place_id=ChIJBUwqQtX3wokRuc2aytaILFs
r_c4bdb4,Meijin,Manhattan,Japanese,NYC,ChIJx1q8UrlYwokRjOmzO2_-otA,"1574 2nd Ave, New York, NY 10028",4.7,2191,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopctLXwFxkeuWGzwz6qM3R8NO5PlAO_NwB4OC73Hif34ZCFkLTXGZ7_6WzxT0fQLj1LMAF7RxYEH9NuKWx9p0Jtl_x6BJQb2p010rDz0BvWE-otw3lA4IovvlZarM_bs_atLpD9T9n0Arw=w408-h288-k-no,https://www.google.com/maps/search/?api=1&query=Meijin&query_place_id=ChIJx1q8UrlYwokRjOmzO2_-otA
r_01eed5,Daesung Korean Noodle,Flushing,Korean,NYC,ChIJ9eM_7DBgwokRj-RfOwEixog,"45-04 162nd St, Flushing, NY 11358",4.4,1037,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerfkm_D8S-rQgTUcfWUOgmYz0arlLk7dubCvpNcVoYBUU5KLQZ0hxLOMeVt1eDdvnsWppT2DGfdFQicLxpCd6kE4U2DErWLH8zO_REnVrKpc3c5JH7tH6XuN6PyIH30_MDQWd-1=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Daesung%20Korean%20Noodle&query_place_id=ChIJ9eM_7DBgwokRj-RfOwEixog
r_2b5202,Bigoi Venezia,Manhattan,Italian,NYC,ChIJgdnYQcBYwokRDEGzKagrEfE,"1415 2nd Ave, New York, NY 10021",4.8,817,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep74zflZcb772trccKsgPJ1yqx7Lm1EODU2OOTnWlhCLFZGZya-DEXcZaFbmLcexEH4f81a2GEbk8SYSfzSZUkh3sESNxZwi_N-rq-rAsRb9-9ejtZSUn10z-7lcifzSWPcdYjBRQVz2bk=w408-h510-k-no,https://www.google.com/maps/search/?api=1&query=Bigoi%20Venezia&query_place_id=ChIJgdnYQcBYwokRDEGzKagrEfE
r_f64034,Korean Noodle House,Bayside,Chinese,NYC,ChIJZwv44N1hwokRmRkOXwxxExo,"210-09 Northern Blvd, Bayside, NY 11361",3.8,973,https://lh3.googleusercontent.com/gps-cs-s/AHVAwergJ9OAkWUslLFo42XZ7BL_NfstLFz2S5pDcCXCDp3m6uHt0A2Nfwd_iU3yf6NCg1ffTZSVB-V0Ax7E6O2wnWdDwcKkXj7EmppYaFDf9vgj4C9H1ONMoxFHn9ZxQQChu5NEgPmP=w408-h365-k-no,https://www.google.com/maps/search/?api=1&query=Korean%20Noodle%20House&query_place_id=ChIJZwv44N1hwokRmRkOXwxxExo
r_765b7e,Xi'an Famous Foods 西安名吃 | Upper East Side 78th&2nd,Manhattan,Chinese,NYC,ChIJA4GfR79YwokRxUp0KNMd3T8,"328 E 78th St, New York, NY 10075",4.6,1439,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerG26ARLqMONrJAZoYDBO2FJ7msWz6fh8itmLGJJ3hzhy15z3rOWyWgphhixi4_pCNlKZv7K2SrU8lSqGzIpFLIqASd-whBhs9qzwdPpi1BaSSmcB2eGN_gNRei0Frw7SNilIzv=w408-h271-k-no,https://www.google.com/maps/search/?api=1&query=Xi'an%20Famous%20Foods%20%E8%A5%BF%E5%AE%89%E5%90%8D%E5%90%83%20%7C%20Upper%20East%20Side%2078th%262nd&query_place_id=ChIJA4GfR79YwokRxUp0KNMd3T8
r_379bae,NR,Manhattan,Japanese,NYC,ChIJI-2bjOdZwokR5AzUpeF6Re8,"339 E 75th St, New York, NY 10021",4.6,831,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFEJvYinBkFTUKe4G82WhU-jEHjXq4FPj0T2Yh_aMjgWSk_pcNzVyGPAmGcsgYCZJghRhMW8AL35stQc8aTw_peddzGFGs0W_2HL0v3d2RaWCpnIGqIQKdMkN3tjduW8Ys_p2R=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=NR&query_place_id=ChIJI-2bjOdZwokR5AzUpeF6Re8
r_a92423,Jin Ramen Hamilton Heights,Manhattan,Restaurant,NYC,ChIJGcuwKtj3wokRHB7NZ8wzTSQ,"3599 Broadway, New York, NY 10031",4.3,195,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7jf74A5gTeLqbnGV1nPGARcidtnmZJxwrnmVZzsFsj7-LtXxI4NabkX2iAwNkmc4K5_HBfQBOIHV351PnWTjvh9TqFw-gLpQn1uWQgZ7sa-t8A4LZsDaXcXhoC-3gxe4Pw2KT=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Jin%20Ramen%20Hamilton%20Heights&query_place_id=ChIJGcuwKtj3wokRHB7NZ8wzTSQ
r_5a87b3,Talde Noodle Bar,East Elmhurst,Restaurant,NYC,ChIJ6ZRPzdZfwokR8QxWo9LNsPY,"LaGuardia Airport, Terminal B, Queens, NY 11371",4.4,257,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQqtPe6DCJ8zgWmg2pmhVWg8fkcwKBwBtHTGuNNNoLiokrlehu-etrhPot6_6yw0IFDK9e1l4jncSG8_aEu-MoGqh_oOxbS9Bbbg7aEJtx-SLSFNI0wNKOeUuhKtRmNT8KpwYIpg=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Talde%20Noodle%20Bar&query_place_id=ChIJ6ZRPzdZfwokR8QxWo9LNsPY
r_662ac3,Bua Thai Ramen & Robata Grill,Manhattan,Thai,NYC,ChIJq6o-8btYwokRAnPeXDLe9bM,"1611 2nd Ave, New York, NY 10028",4.8,9814,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_9Dknxo_poHbc-G6WLeOGUiYyN9HSS3AMyTS12E_IGe4FCnZYY70c6PG1o_4oPq6qtmj4CN0Vbb-Pg65Ep4y-ISh3TncWcjvD4XsiUd7xNZMHEXRsj44Xn5iuwUR00t2iK8-A=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Bua%20Thai%20Ramen%20%26%20Robata%20Grill&query_place_id=ChIJq6o-8btYwokRAnPeXDLe9bM
r_e481f3,Pye Boat Noodle,Astoria,Thai,NYC,ChIJTYvtiMhfwokRg3ijmDwTEXs,"35-13 Broadway, Astoria, NY 11106",4.6,827,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoomd0a1205J2poeG-sgR8AnKxw6pgqQmWwJdfHCYrNxiQ-J5pcvlr8NoeMF4p7odC9Jn2unN1zuREttAgA-amy81ML6hzpizUzu0EmSaJ17_WpQg9g1x36qZRFLVlJWguem0GprxsfSNor=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Pye%20Boat%20Noodle&query_place_id=ChIJTYvtiMhfwokRg3ijmDwTEXs
r_dc87a9,South of the Clouds云之南upper westside,Manhattan,Chinese,NYC,ChIJUSdTivr3wokRQP6vO1vu_Zc,"1187 Amsterdam Ave, New York, NY 10027",4.8,79,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepA3ZpK4MRi24HMHyrVCUNJLl_PmUU4-UFkPsSr914wyII9uRNUlqA2tQfwh4hMpnEq8G-tVNR_UjCf8Nf7cQN21nHVud4EyvekwjI4t1ByTbj9RW-xsI0ZqZnrUWS8AkKHDzbzLNvpn0o=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=South%20of%20the%20Clouds%E4%BA%91%E4%B9%8B%E5%8D%97upper%20westside&query_place_id=ChIJUSdTivr3wokRQP6vO1vu_Zc
r_62a9a3,Jin Ramen West Harlem,Manhattan,Japanese,NYC,ChIJSQm0BGr2wokRMlxPSzeSl2g,"3183 Broadway, New York, NY 10027",4.4,1568,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBRRl17GXdvSEmb6-AxKS1fSg-UHoBq0-zbXOoP3e4GCQfk-3QwpOX90fWy_98mkP7dPaFNAGXvMK_wjAE9yw-zdvDoLM5CvKdBoGCtCJ6l6R1JaTZBB3KybH9ITKqbvghUkJnAQ=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Jin%20Ramen%20West%20Harlem&query_place_id=ChIJSQm0BGr2wokRMlxPSzeSl2g
r_bb744e,RAIRAIKEN UPTOWN,Manhattan,Ramen,NYC,ChIJcRgR0W72wokRfT2l0W4NVIs,"1467 Amsterdam Ave, New York, NY 10027",4.2,222,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqH9nYRj6a1vVYFiulhxbBggk4YY7F7kw7kwHXGy4o8_c_b3FWlvXGDk43Y4nskCMjQXX_JGbGbTNZFq5TvygSqt3tj41W0fKFPsrs4K6BxByQTN7rz0f5zkWS-PZDqswrFTG8=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=RAIRAIKEN%20UPTOWN&query_place_id=ChIJcRgR0W72wokRfT2l0W4NVIs
r_23a1b0,Tabata Ramen,Manhattan,Japanese,NYC,ChIJ1QTJtlJYwokRyrkOo1ZG2xg,"1435 2nd Ave, New York, NY 10021",4.4,1520,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWDotWptTw5a9nYAJyU3-cFhwfz5CYF-By9koOicHmLIQSr6B4oLz2xHnKiROkkQCkE59-fFZJOZdizgPZkXIKIGu_qGGCVkwah1LbonHO1mIkdWkwgr82xtSZwrbPldFGrMjbAX8qPsAV=w408-h512-k-no,https://www.google.com/maps/search/?api=1&query=Tabata%20Ramen&query_place_id=ChIJ1QTJtlJYwokRyrkOo1ZG2xg
r_e523db,Naruto Ramen,Manhattan,Ramen,NYC,ChIJraOwu6RYwokRrnPWYrww8sk,"1596 3rd Ave, New York, NY 10128",4.4,2410,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerpmkNRiDr7Jq9sHWQ1bmonzkR5LNaqdBYuXfwmxZg5wfA8ey6ErO1vZnmpHEr3IU9HemJLCS-VQCLISK-4_YAEt82xfRNkA8dCG96RIJZjvkAcN4Ox16dCB5d552BeQ50uhtZjGw=w408-h383-k-no,https://www.google.com/maps/search/?api=1&query=Naruto%20Ramen&query_place_id=ChIJraOwu6RYwokRrnPWYrww8sk
r_3c116f,Ooodles Noodle House 寶島美食 Taiwanese Eats,Bayside,Chinese,NYC,ChIJr_Aqzm9hwokRsgXzIikOHDA,"215-05 Northern Blvd #2, Bayside, NY 11361",4.6,197,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOwYCsgoEU-6ER8SmbDOrIyTmDnEVSe-w28aQrtPkD3UzuSoFtErbOn3IYVPwdBup0LQw40SY3a5Wz-ak0AF2ScgLHl5KRqh1lT9Z6z41wAG9us_gYG1KJD3WnmyxZ-z_5PxMSkw=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Ooodles%20Noodle%20House%20%E5%AF%B6%E5%B3%B6%E7%BE%8E%E9%A3%9F%20Taiwanese%20Eats&query_place_id=ChIJr_Aqzm9hwokRsgXzIikOHDA
r_d98771,Kuu,Manhattan,Japanese,NYC,ChIJZZGTpsRZwokR_Y_DVDs_wNM,"1275 1st Ave, New York, NY 10065",4.8,2236,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6T-s98G_oZB0sOxh_F5H48pFATdhIhLjKvTjF9VDVyDpWM9zJRvQumDLPbyvipGTCAlyflxVG91H0VOw228zrX3alUP473gZOPJZd4TFva24a-mfwR2ntZVMP5vENkybCqa8=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Kuu&query_place_id=ChIJZZGTpsRZwokR_Y_DVDs_wNM
